timestamp,2025-08-12 10-46-53_gps_lat,2025-08-12 10-46-53_gps_lon,2025-08-12 10-46-53_gps_alt,2025-08-12 10-46-53_imu_ax,2025-08-12 10-46-53_imu_ay,2025-08-12 10-46-53_imu_az,2025-08-12 10-46-53_imu_gx,2025-08-12 10-46-53_imu_gy,2025-08-12 10-46-53_imu_gz,2025-08-12 10-46-53_velocity_x,2025-08-12 10-46-53_velocity_y,2025-08-12 10-46-53_velocity_z,2025-08-12 10-46-53_hdop,2025-08-12 10-46-53_vdop,2025-08-12 10-46-53_fix_type,2025-08-12 10-46-53_gps_lat,2025-08-12 10-46-53_gps_lon,2025-08-12 10-46-53_gps_alt,2025-08-12 10-46-53_imu_ax,2025-08-12 10-46-53_imu_ay,2025-08-12 10-46-53_imu_az,2025-08-12 10-46-53_imu_gx,2025-08-12 10-46-53_imu_gy,2025-08-12 10-46-53_imu_gz,2025-08-12 10-46-53_velocity_x,2025-08-12 10-46-53_velocity_y,2025-08-12 10-46-53_velocity_z,2025-08-12 10-46-53_hdop,2025-08-12 10-46-53_vdop,2025-08-12 10-46-53_fix_type
1754975815.142515,15.366951243283582,75.12546164328359,642.8625373134329,-0.45126,0.51012,-9.757253478260871,-0.006,-0.018,-0.0006231884057971014,0.029854061089766522,0.013943661971830987,0.007887323943661973,0.57,0.99,3.0,6.420017789694095e-40,1.0948497749863646e-39,-9.982972310028934e-21,-9.57466827933614e-35,2.2496864815805874e-14,-6.769717193957333e-13,,,,,,,,,
1754975815.2091815,15.36695124925373,75.12546164925374,642.8980597014926,-0.45126,0.51012,-9.757111304347827,-0.006,-0.018,-0.000608695652173913,0.029624896878376602,0.014084507042253521,0.008169014084507042,0.57,0.99,3.0,-4.1254692313219536e-40,1.0945649233406289e-39,-1.0436743778666613e-20,-9.572169018495802e-35,2.2490992494005874e-14,-7.074201257672583e-13,,,,,,,,,
1754975815.2758482,15.366951255223881,75.12546165522389,642.9335820895523,-0.45126,0.51012,-9.756969130434785,-0.006,-0.018,-0.0005942028985507247,0.029395732666986685,0.014225352112676056,0.008450704225352114,0.57,0.99,3.0,-1.4670956252338028e-39,1.0942800716948934e-39,-1.0890515247304292e-20,-9.569669757655463e-35,2.248512017220587e-14,-7.378685321387832e-13,,,,,,,,,
1754975815.3425148,15.36695126119403,75.12546166119404,642.969104477612,-0.45126,0.51012,-9.75682695652174,-0.006,-0.018,-0.0005797101449275362,0.029166568455596766,0.014366197183098593,0.008732394366197183,0.57,0.99,3.0,-2.521644327335405e-39,1.0939952200491577e-39,-1.134428671594197e-20,-9.567170496815125e-35,2.247924785040587e-14,-7.683169385103081e-13,,,,,,,,,
1754975815.4091816,15.366951267164179,75.12546166716417,643.0046268656716,-0.45126,0.51012,-9.756684782608696,-0.006,-0.018,-0.0005652173913043479,0.028937404244206846,0.014507042253521127,0.009014084507042254,0.57,0.99,3.0,-3.5761930294370125e-39,1.0937103684034222e-39,-1.1798058184579649e-20,-9.564671235974787e-35,2.247337552860587e-14,-7.987653448818331e-13,,,,,,,,,
1754975815.4758482,15.366951273134328,75.12546167313432,643.0401492537313,-0.45126,0.51012,-9.756542608695653,-0.006,-0.018,-0.0005507246376811594,0.028708240032816926,0.014647887323943662,0.009295774647887325,0.57,0.99,3.0,-4.63074173153862e-39,1.0934255167576865e-39,-1.2251829653217328e-20,-9.562171975134448e-35,2.2467503206805865e-14,-8.29213751253358e-13,,,,,,,,,
1754975815.5425148,15.366951279104478,75.12546167910448,643.075671641791,-0.45126,0.51012,-9.75640043478261,-0.006,-0.018,-0.000536231884057971,0.02847907582142701,0.014788732394366198,0.009577464788732394,0.57,0.99,3.0,-5.685290433640222e-39,1.093140665111951e-39,-1.2705601121855007e-20,-9.55967271429411e-35,2.2461630885005865e-14,-8.596621576248829e-13,,,,,,,,,
1754975815.6091814,15.366951285074627,75.12546168507463,643.1111940298507,-0.45126,0.51012,-9.756258260869567,-0.006,-0.018,-0.0005217391304347826,0.02824991161003709,0.014929577464788733,0.009859154929577466,0.57,0.99,3.0,-6.73983913574183e-39,1.0928558134662153e-39,-1.3159372590492686e-20,-9.557173453453771e-35,2.2455758563205864e-14,-8.901105639964078e-13,,,,,,,,,
1754975815.6758482,15.366951291044776,75.12546169104478,643.1467164179104,-0.45126,0.51012,-9.756116086956522,-0.006,-0.018,-0.0005072463768115942,0.02802074739864717,0.015070422535211268,0.010140845070422535,0.57,0.99,3.0,-7.794387837843437e-39,1.0925709618204797e-39,-1.3613144059130364e-20,-9.554674192613434e-35,2.2449886241405864e-14,-9.205589703679328e-13,,,,,,,,,
1754975815.7425148,15.366951297014925,75.12546169701493,643.1822388059701,-0.45126,0.51012,-9.75597391304348,-0.006,-0.018,-0.0004927536231884058,0.02779158318725725,0.015211267605633804,0.010422535211267606,0.57,0.99,3.0,-8.848936539945039e-39,1.092286110174744e-39,-1.4066915527768043e-20,-9.552174931773095e-35,2.244401391960586e-14,-9.510073767394577e-13,,,,,,,,,
1754975815.8091815,15.366951302985076,75.12546170298508,643.2177611940299,-0.45126,0.51012,-9.755831739130436,-0.006,-0.018,-0.00047826086956521735,0.02756241897586733,0.015352112676056339,0.010704225352112677,0.57,0.99,3.0,-9.903485242046647e-39,1.0920012585290085e-39,-1.4520686996405722e-20,-9.549675670932757e-35,2.243814159780586e-14,-9.814557831109826e-13,,,,,,,,,
1754975815.8758483,15.366951308955224,75.12546170895523,643.2532835820896,-0.45126,0.51012,-9.755689565217393,-0.006,-0.018,-0.000463768115942029,0.027333254764477413,0.015492957746478873,0.010985915492957746,0.57,0.99,3.0,-1.0958033944148254e-38,1.0917164068832728e-39,-1.49744584650434e-20,-9.547176410092418e-35,2.243226927600586e-14,-1.0119041894825075e-12,,,,,,,,,
1754975815.942515,15.366951314925373,75.12546171492538,643.2888059701493,-0.45126,0.51012,-9.755547391304349,-0.006,-0.018,-0.0004492753623188406,0.027104090553087493,0.01563380281690141,0.011267605633802818,0.57,0.99,3.0,-1.2012582646249856e-38,1.0914315552375373e-39,-1.542822993368108e-20,-9.54467714925208e-35,2.2426396954205855e-14,-1.0423525958540324e-12,,,,,,,,,
1754975816.0091815,15.366951320895522,75.12546172089553,643.324328358209,-0.45126,0.51012,-9.755405217391306,-0.006,-0.018,-0.00043478260869565214,0.026874926341697573,0.015774647887323946,0.011549295774647889,0.57,0.99,3.0,-1.3067131348351464e-38,1.0911467035918018e-39,-1.588200140231876e-20,-9.542177888411742e-35,2.2420524632405855e-14,-1.0728010022255575e-12,,,,,,,,,
1754975816.075848,15.366951326865673,75.12546172686568,643.3598507462686,-0.45126,0.51012,-9.755263043478262,-0.006,-0.018,-0.0004202898550724637,0.026645762130307653,0.01591549295774648,0.011830985915492958,0.57,0.99,3.0,-1.412168005045307e-38,1.0908618519460661e-39,-1.633577287095644e-20,-9.539678627571403e-35,2.2414652310605854e-14,-1.1032494085970824e-12,,,,,,,,,
1754975816.142515,15.366951332835821,75.12546173283583,643.3953731343283,-0.45126,0.51012,-9.755120869565218,-0.006,-0.018,-0.00040579710144927536,0.026416597918917734,0.016056338028169016,0.012112676056338029,0.57,0.99,3.0,-1.5176228752554673e-38,1.0905770003003306e-39,-1.6789544339594118e-20,-9.537179366731065e-35,2.240877998880585e-14,-1.1336978149686073e-12,,,,,,,,,
1754975816.2091815,15.36695133880597,75.12546173880597,643.430895522388,-0.45126,0.51012,-9.754978695652175,-0.006,-0.018,-0.0003913043478260869,0.026187433707527817,0.01619718309859155,0.0123943661971831,0.57,0.99,3.0,-1.623077745465628e-38,1.0902921486545949e-39,-1.7243315808231794e-20,-9.534680105890727e-35,2.240290766700585e-14,-1.1641462213401322e-12,,,,,,,,,
1754975816.2758482,15.366951344776119,75.12546174477612,643.4664179104477,-0.45126,0.51012,-9.754836521739131,-0.006,-0.018,-0.0003768115942028985,0.025958269496137897,0.016338028169014085,0.01267605633802817,0.57,0.99,3.0,-1.7285326156757888e-38,1.0900072970088594e-39,-1.7697087276869473e-20,-9.532180845050388e-35,2.239703534520585e-14,-1.194594627711657e-12,,,,,,,,,
1754975816.3425148,15.36695135074627,75.12546175074627,643.5019402985074,-0.45126,0.51012,-9.754694347826089,-0.006,-0.018,-0.00036231884057971015,0.025729105284747977,0.01647887323943662,0.01295774647887324,0.57,0.99,3.0,-1.833987485885949e-38,1.0897224453631237e-39,-1.8150858745507152e-20,-9.52968158421005e-35,2.2391163023405846e-14,-1.2250430340831822e-12,,,,,,,,,
1754975816.4091816,15.366951356716418,75.12546175671642,643.5374626865671,-0.45126,0.51012,-9.754552173913044,-0.006,-0.018,-0.0003478260869565217,0.02549994107335806,0.016619718309859154,0.01323943661971831,0.57,0.99,3.0,-1.9394423560961098e-38,1.0894375937173882e-39,-1.860463021414483e-20,-9.527182323369711e-35,2.2385290701605845e-14,-1.255491440454707e-12,,,,,,,,,
1754975816.4758482,15.366951362686567,75.12546176268657,643.5729850746269,-0.45126,0.51012,-9.754410000000002,-0.006,-0.018,-0.00033333333333333327,0.02527077686196814,0.01676056338028169,0.013521126760563381,0.57,0.99,3.0,-2.0448972263062705e-38,1.0891527420716525e-39,-1.905840168278251e-20,-9.524683062529374e-35,2.2379418379805845e-14,-1.285939846826232e-12,,,,,,,,,
1754975816.5425148,15.366951368656716,75.12546176865672,643.6085074626866,-0.45126,0.51012,-9.754267826086958,-0.006,-0.018,-0.00031884057971014494,0.02504161265057822,0.016901408450704227,0.013802816901408452,0.57,0.99,3.0,-2.1503520965164308e-38,1.088867890425917e-39,-1.951217315142019e-20,-9.522183801689035e-35,2.237354605800584e-14,-1.3163882531977569e-12,,,,,,,,,
1754975816.6091814,15.366951374626867,75.12546177462687,643.6440298507463,-0.45126,0.51012,-9.754125652173915,-0.006,-0.018,-0.0003043478260869565,0.0248124484391883,0.01704225352112676,0.014084507042253521,0.57,0.99,3.0,-2.2558069667265915e-38,1.0885830387801813e-39,-1.9965944620057868e-20,-9.519684540848696e-35,2.236767373620584e-14,-1.3468366595692818e-12,,,,,,,,,
1754975816.6758482,15.366951380597015,75.12546178059702,643.679552238806,-0.45126,0.51012,-9.75398347826087,-0.006,-0.018,-0.00028985507246376805,0.02458328422779838,0.017183098591549296,0.014366197183098593,0.57,0.99,3.0,-2.3612618369367517e-38,1.0882981871344457e-39,-2.0419716088695547e-20,-9.517185280008358e-35,2.236180141440584e-14,-1.3772850659408067e-12,,,,,,,,,
1754975816.7425148,15.366951386567164,75.12546178656717,643.7150746268657,-0.45126,0.51012,-9.753841304347826,-0.006,-0.018,-0.0002753623188405797,0.024354120016408465,0.017323943661971833,0.014647887323943662,0.57,0.99,3.0,-2.4667167071469125e-38,1.08801333548871e-39,-2.0873487557333227e-20,-9.51468601916802e-35,2.235592909260584e-14,-1.4077334723123317e-12,,,,,,,,,
1754975816.8091815,15.366951392537313,75.12546179253732,643.7505970149253,-0.45126,0.51012,-9.753699130434784,-0.006,-0.018,-0.0002608695652173913,0.024124955805018545,0.017464788732394366,0.014929577464788733,0.57,0.99,3.0,-2.572171577357073e-38,1.0877284838429745e-39,-2.1327259025970906e-20,-9.512186758327682e-35,2.2350056770805836e-14,-1.4381818786838566e-12,,,,,,,,,
1754975816.8758483,15.366951398507464,75.12546179850747,643.786119402985,-0.45126,0.51012,-9.75355695652174,-0.006,-0.018,-0.00024637681159420284,0.023895791593628625,0.017605633802816902,0.015211267605633804,0.57,0.99,3.0,-2.677626447567234e-38,1.0874436321972388e-39,-2.1781030494608585e-20,-9.509687497487343e-35,2.2344184449005835e-14,-1.4686302850553815e-12,,,,,,,,,
1754975816.942515,15.366951404477613,75.12546180447761,643.8216417910447,-0.45126,0.51012,-9.753414782608697,-0.006,-0.018,-0.0002318840579710145,0.023666627382238705,0.017746478873239435,0.015492957746478873,0.57,0.99,3.0,-2.7830813177773947e-38,1.0871587805515033e-39,-2.223480196324626e-20,-9.507188236647005e-35,2.2338312127205834e-14,-1.4990786914269064e-12,,,,,,,,,
1754975817.0091815,15.366951410447761,75.12546181044776,643.8571641791044,-0.45126,0.51012,-9.753272608695653,-0.006,-0.018,-0.00021739130434782607,0.023437463170848785,0.01788732394366197,0.015774647887323946,0.57,0.99,3.0,-2.8885361879875544e-38,1.0868739289057676e-39,-2.268857343188394e-20,-9.504688975806667e-35,2.233243980540583e-14,-1.5295270977984313e-12,,,,,,,,,
1754975817.075848,15.36695141641791,75.12546181641791,643.8926865671642,-0.45126,0.51012,-9.75313043478261,-0.006,-0.018,-0.00020289855072463763,0.02320829895945887,0.018028169014084508,0.016056338028169016,0.57,0.99,3.0,-2.993991058197715e-38,1.0865890772600321e-39,-2.314234490052162e-20,-9.502189714966328e-35,2.232656748360583e-14,-1.5599755041699564e-12,,,,,,,,,
1754975817.142515,15.36695142238806,75.12546182238806,643.9282089552239,-0.45126,0.51012,-9.752988260869566,-0.006,-0.018,-0.0001884057971014493,0.02297913474806895,0.018169014084507044,0.016338028169014085,0.57,0.99,3.0,-3.099445928407876e-38,1.0863042256142964e-39,-2.3596116369159298e-20,-9.49969045412599e-35,2.232069516180583e-14,-1.5904239105414813e-12,,,,,,,,,
1754975817.2091815,15.36695142835821,75.12546182835821,643.9637313432836,-0.45126,0.51012,-9.752846086956524,-0.006,-0.018,-0.00017391304347826085,0.02274997053667903,0.018309859154929577,0.016619718309859154,0.57,0.99,3.0,-3.2049007986180366e-38,1.0860193739685609e-39,-2.4049887837796977e-20,-9.497191193285652e-35,2.2314822840005826e-14,-1.6208723169130062e-12,,,,,,,,,
1754975817.2758482,15.366951434328358,75.12546183432836,643.9992537313433,-0.45126,0.51012,-9.75270391304348,-0.006,-0.018,-0.00015942028985507241,0.022520806325289112,0.018450704225352114,0.016901408450704227,0.57,0.99,3.0,-3.3103556688281974e-38,1.0857345223228254e-39,-2.4503659306434656e-20,-9.494691932445314e-35,2.2308950518205825e-14,-1.651320723284531e-12,,,,,,,,,
1754975817.3425148,15.366951440298507,75.12546184029851,644.034776119403,-0.45126,0.51012,-9.752561739130437,-0.006,-0.018,-0.00014492753623188397,0.02229164211389919,0.018591549295774647,0.017183098591549296,0.57,0.99,3.0,-3.415810539038358e-38,1.0854496706770897e-39,-2.4957430775072335e-20,-9.492192671604975e-35,2.2303078196405825e-14,-1.681769129656056e-12,,,,,,,,,
1754975817.4091816,15.366951446268658,75.12546184626866,644.0702985074627,-0.45126,0.51012,-9.752419565217393,-0.006,-0.018,-0.00013043478260869564,0.022062477902509273,0.018732394366197183,0.017464788732394366,0.57,0.99,3.0,-3.521265409248518e-38,1.0851648190313542e-39,-2.5411202243710015e-20,-9.489693410764636e-35,2.229720587460582e-14,-1.7122175360275809e-12,,,,,,,,,
1754975817.4758482,15.366951452238807,75.12546185223881,644.1058208955224,-0.45126,0.51012,-9.752277391304348,-0.006,-0.018,-0.0001159420289855072,0.021833313691119353,0.01887323943661972,0.01774647887323944,0.57,0.99,3.0,-3.6267202794586786e-38,1.0848799673856185e-39,-2.5864973712347694e-20,-9.487194149924299e-35,2.229133355280582e-14,-1.742665942399106e-12,,,,,,,,,
1754975817.5425148,15.366951458208955,75.12546185820896,644.141343283582,-0.45126,0.51012,-9.752135217391306,-0.006,-0.018,-0.00010144927536231876,0.021604149479729433,0.019014084507042256,0.018028169014084508,0.57,0.99,3.0,-3.7321751496688393e-38,1.084595115739883e-39,-2.6318745180985373e-20,-9.48469488908396e-35,2.228546123100582e-14,-1.7731143487706309e-12,,,,,,,,,
1754975817.6091814,15.366951464179104,75.12546186417912,644.1768656716417,-0.45126,0.51012,-9.751993043478262,-0.006,-0.018,-8.695652173913043e-05,0.021374985268339516,0.01915492957746479,0.018309859154929577,0.57,0.99,3.0,-3.837630019879e-38,1.0843102640941473e-39,-2.677251664962305e-20,-9.482195628243622e-35,2.2279588909205816e-14,-1.8035627551421558e-12,,,,,,,,,
1754975817.6758482,15.366951470149255,75.12546187014925,644.2123880597014,-0.45126,0.51012,-9.751850869565219,-0.006,-0.018,-7.246376811594199e-05,0.021145821056949593,0.019295774647887325,0.01859154929577465,0.57,0.99,3.0,-3.943084890089161e-38,1.0840254124484117e-39,-2.722628811826073e-20,-9.479696367403283e-35,2.2273716587405816e-14,-1.834011161513681e-12,,,,,,,,,
1754975817.7425148,15.366951476119404,75.1254618761194,644.2479104477612,-0.45126,0.51012,-9.751708695652175,-0.006,-0.018,-5.7971014492753546e-05,0.020916656845559677,0.019436619718309858,0.01887323943661972,0.57,0.99,3.0,-4.0485397602993215e-38,1.083740560802676e-39,-2.768005958689841e-20,-9.477197106562946e-35,2.2267844265605815e-14,-1.8644595678852056e-12,,,,,,,,,
1754975817.8091815,15.366951482089553,75.12546188208955,644.2834328358209,-0.45126,0.51012,-9.751566521739132,-0.006,-0.018,-4.3478260869565214e-05,0.020687492634169757,0.019577464788732395,0.01915492957746479,0.57,0.99,3.0,-4.153994630509481e-38,1.0834557091569405e-39,-2.8133831055536086e-20,-9.474697845722607e-35,2.2261971943805812e-14,-1.8949079742567307e-12,,,,,,,,,
1754975817.8758483,15.366951488059701,75.1254618880597,644.3189552238806,-0.45126,0.51012,-9.751424347826088,-0.006,-0.018,-2.8985507246376773e-05,0.020458328422779837,0.01971830985915493,0.01943661971830986,0.57,0.99,3.0,-4.259449500719642e-38,1.0831708575112048e-39,-2.8587602524173765e-20,-9.472198584882268e-35,2.225609962200581e-14,-1.9253563806282553e-12,,,,,,,,,
1754975817.942515,15.366951494029852,75.12546189402985,644.3544776119403,-0.45126,0.51012,-9.751282173913046,-0.006,-0.018,-1.449275362318844e-05,0.02022916421138992,0.019859154929577467,0.01971830985915493,0.57,0.99,3.0,-4.3649043709298027e-38,1.0828860058654693e-39,-2.9041373992811444e-20,-9.46969932404193e-35,2.225022730020581e-14,-1.9558047869997804e-12,,,,,,,,,
1754975818.0091815,15.36695130379747,75.12546138101267,644.360506329114,-0.45126,0.50031,-9.760950000000001,-0.006,-0.018012195121951218,-0.0009878048780487805,0.03080196523565357,0.01,0.009746835443037975,0.57,0.99,3.0,-4.4703592411399635e-38,1.0826011542197336e-39,-2.9495145461449123e-20,-9.467200063201592e-35,2.224435497840581e-14,-1.9862531933713055e-12,,,,,,,,,
1754975818.075848,15.366951307594936,75.12546136202532,644.3610126582279,-0.45126,0.50031,-9.760950000000001,-0.006,-0.018024390243902438,-0.000975609756097561,0.03160393047130714,0.01,0.00949367088607595,0.57,0.99,3.0,-4.575814111350124e-38,1.0823163025739981e-39,-2.99489169300868e-20,-9.464700802361254e-35,2.2238482656605806e-14,-2.0167015997428302e-12,,,,,,,,,
