Time_s,GPS_NSats,GPS_HDop,GPS_Lat,GPS_Lng,GPS_Alt,GPS_Spd,GPS_GCrs,GPA_HAcc,GPA_VAcc,GPA_SAcc,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,BARO_Alt,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ,VIBE_Clip,ATT_Roll,ATT_Pitch,ATT_Yaw
1970-01-01 00:03:03.900,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.0003201421,-0.001891068,0.0007309611,-0.3974212,-0.03981276,-9.797688,-0.1323242,0.008910367,0.007748896,0.009709378,0.0,-1.329972,0.965826,91.42995
1970-01-01 00:03:03.920,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.00034575985,-0.001538902,0.00020368454999999995,-0.39879739999999997,-0.037979505,-9.800956,-0.1323242,0.008910367,0.007748896,0.009709378,0.0,-1.329972,0.965826,91.42995
1970-01-01 00:03:03.940,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.0003713776,-0.001186736,-0.000323592,-0.4001736,-0.03614625,-9.804224,-0.089379868,0.0087086062,0.0077999136,0.0097274418,0.0,-1.3291077999999998,0.96482432,91.440684
1970-01-01 00:03:03.960,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.0005932966,-0.0011272080000000002,0.00020560120000000004,-0.40007420000000005,-0.039419184999999995,-9.7983505,-0.046435536,0.0085068454,0.0078509312,0.009745505599999999,0.0,-1.3282436,0.96382264,91.451418
1970-01-01 00:03:03.980,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.0008152156,-0.00106768,0.0007347944,-0.3999748,-0.04269212,-9.792477,-0.0034912039999999978,0.0083050846,0.007901948800000001,0.0097635694,0.0,-1.3273793999999999,0.9628209600000001,91.462152
1970-01-01 00:03:04.000,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.0006369298,-0.00114754,0.00030565245,-0.39931910000000004,-0.04003296,-9.797513,0.039453128000000004,0.008103323800000001,0.0079529664,0.009781633199999999,0.0,-1.3265152,0.96181928,91.472886
1970-01-01 00:03:04.020,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.000458644,-0.0012274,-0.0001234895,-0.3986634,-0.0373738,-9.802549,0.08239746,0.007901563,0.008003984,0.009799697,0.0,-1.325651,0.9608176,91.48362
1970-01-01 00:03:04.040,7.0,1.13,12.8630635,77.4328684,1604.98,0.235,197.7204,68.83,186.7,4.41,-0.0003390813,-0.0016805945,0.0002263625,-0.3968179,-0.037149465,-9.804151000000001,0.08239746,0.008004785,0.007855538,0.0098288566,0.0,-1.3237793999999998,0.959816,91.48522
1970-01-01 00:03:04.060,7.2,1.1079999999999999,12.863072760000001,77.43287927,1596.762,0.23759999999999998,197.7204,68.651,185.879,4.346,-0.0002195186,-0.002133789,0.0005762145,-0.3949724,-0.03692513,-9.805753,0.08239746,0.008108007,0.0077070920000000005,0.0098580162,0.0,-1.3219078,0.9588144000000001,91.48682
1970-01-01 00:03:04.080,7.4,1.0859999999999999,12.86308202,77.43289014,1588.544,0.2402,197.7204,68.472,185.058,4.282,-0.0001653886,-0.0015057625,0.000485944,-0.39750055,-0.038410520000000004,-9.797881,0.08239746,0.008211229,0.007558646,0.0098871758,0.0,-1.3200361999999999,0.9578128,91.48842
