Time_s,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,BARO_Alt,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ,VIBE_Clip,ATT_Roll,ATT_Pitch,ATT_Yaw
1970-01-01 00:00:35.320,0.006631842,-0.01968437,0.005746264,-0.2505195,-0.08144076,-9.773617,0.05043538,0.1108324,0.1807266,0.1199439,0.0,1.52,-2.73,357.26
1970-01-01 00:00:35.340,0.0010354199999999996,-0.02026052,0.001201232,-0.2521814,-0.10324938,-9.769184,0.05043538,0.1108324,0.1807266,0.1199439,0.0,1.52,-2.73,357.26
1970-01-01 00:00:35.360,-0.004561002,-0.02083667,-0.0033438,-0.2538433,-0.125058,-9.764751,0.05043538,0.1108324,0.1807266,0.1199439,0.0,1.52,-2.73,357.26
1970-01-01 00:00:35.380,-0.004957424,-0.022323615,0.00583838,-0.25704675,-0.09409737500000001,-9.7723645,0.051556164,0.12000585999999999,0.21475554,0.12673346,0.0,1.506,-2.7439999999999998,357.264
1970-01-01 00:00:35.400,-0.005353846,-0.02381056,0.01502056,-0.2602502,-0.06313675,-9.779978,0.052676948,0.12917932,0.24878447999999997,0.13352302,0.0,1.492,-2.758,357.268
1970-01-01 00:00:35.420,-0.003208588,-0.02174061,0.0118303285,-0.26843945,-0.05446729,-9.7865895,0.053797732,0.13835278,0.28281342,0.14031258,0.0,1.478,-2.772,357.272
1970-01-01 00:00:35.440,-0.00106333,-0.01967066,0.008640097,-0.2766287,-0.04579783,-9.793201,0.054918516,0.14752624,0.31684236,0.14710214,0.0,1.464,-2.786,357.27599999999995
1970-01-01 00:00:35.460,-0.0063493149999999995,-0.02101277,0.004141782399999999,-0.27754449999999997,-0.055367985,-9.788758,0.0560393,0.1566997,0.3508713,0.1538917,0.0,1.45,-2.8,357.28
1970-01-01 00:00:35.480,-0.0116353,-0.02235488,-0.0003565322,-0.2784603,-0.06493814,-9.784315,0.03922751,0.21639674,0.40819868,0.18627078,0.0,1.438,-2.81,357.282
1970-01-01 00:00:35.500,-0.014288075,-0.016051488,0.0014105604,-0.3160166,-0.07506373499999999,-9.780123499999998,0.02241572,0.27609378,0.46552605999999996,0.21864985999999997,0.0,1.426,-2.82,357.284
1970-01-01 00:00:35.520,-0.01694085,-0.009748096,0.003177653,-0.3535729,-0.08518933,-9.775932,0.00560393,0.33579082,0.52285344,0.25102894,0.0,1.414,-2.83,357.286
1970-01-01 00:00:35.540,-0.0101940795,-0.017600813,0.0023392105,-0.3159444,-0.060022055,-9.78188,-0.01120786,0.39548786,0.58018082,0.28340802,0.0,1.402,-2.84,357.288
1970-01-01 00:00:35.560,-0.003447309,-0.02545353,0.001500768,-0.2783159,-0.03485478,-9.787828,-0.02801965,0.4551849,0.6375082,0.3157871,0.0,1.39,-2.85,357.29
1970-01-01 00:00:35.580,0.0035259155,-0.019152975,0.0013494845,-0.2947244,-0.0163185555,-9.8049155,-0.032502796,0.43359004,0.60850518,0.30850096,0.0,1.402,-2.844,357.29200000000003
1970-01-01 00:00:35.600,0.01049914,-0.01285242,0.001198201,-0.3111329,0.002217669,-9.822003,-0.036985942,0.41199518,0.57950216,0.30121482,0.0,1.414,-2.838,357.29400000000004
1970-01-01 00:00:35.620,0.022371015,-0.005451926,0.0024638685,-0.31635884999999997,0.0078778145,-9.836213,-0.041469088,0.39040032,0.55049914,0.29392868,0.0,1.426,-2.832,357.296
1970-01-01 00:00:35.640,0.03424289,0.001948568,0.003729536,-0.3215848,0.01353796,-9.850423,-0.045952234,0.36880546,0.52149612,0.28664254,0.0,1.438,-2.826,357.298
1970-01-01 00:00:35.660,0.049892785,0.006760703999999999,-0.0011600160000000003,-0.3017046,0.01086794,-9.8336,-0.05043538,0.3472106,0.4924931,0.2793564,0.0,1.45,-2.82,357.3
1970-01-01 00:00:35.680,0.06554268,0.01157284,-0.006049568,-0.2818244,0.00819792,-9.816777,-0.031942408,0.4222703,0.62337128,0.31317804,0.0,1.5,-2.798,357.30400000000003
1970-01-01 00:00:35.700,0.05335555,0.01787206,-0.0016613894999999998,-0.3165331,-0.03742298,-9.808208,-0.013449435999999995,0.49733,0.75424946,0.34699968000000003,0.0,1.55,-2.776,357.308
1970-01-01 00:00:35.720,0.04116842,0.02417128,0.002726789,-0.3512418,-0.08304388,-9.799639,0.005043536000000008,0.5723897,0.8851276400000001,0.38082132,0.0,1.6,-2.754,357.312
1970-01-01 00:00:35.740,0.030458735,0.010453717,0.0043159465,-0.2979605,-0.09912673999999999,-9.7797225,0.02353650800000001,0.6474494,1.0160058200000002,0.41464296,0.0,1.65,-2.7319999999999998,357.316
1970-01-01 00:00:35.760,0.01974905,-0.003263846,0.005905104,-0.2446792,-0.1152096,-9.759806,0.04202948,0.7225091,1.146884,0.4484646,0.0,1.7,-2.71,357.32
1970-01-01 00:00:35.780,0.02049505,-0.005555595,-0.0007244549999999997,-0.2318575,-0.12594185,-9.7505405,0.045952232,0.71984598,1.11632422,0.43228195999999997,0.0,1.722,-2.702,357.324
1970-01-01 00:00:35.800,0.02124105,-0.007847344,-0.007354014,-0.2190358,-0.1366741,-9.741275,0.049874984,0.71718286,1.08576444,0.41609932,0.0,1.744,-2.694,357.328
1970-01-01 00:00:35.820,0.026786115,-0.0072685645,-0.0063920520000000005,-0.21266859999999999,-0.15298345,-9.7458985,0.053797736,0.7145197400000001,1.05520466,0.39991667999999997,0.0,1.766,-2.686,357.332
1970-01-01 00:00:35.840,0.03233118,-0.006689785,-0.00543009,-0.2063014,-0.1692928,-9.750522,0.057720488,0.71185662,1.02464488,0.38373404,0.0,1.788,-2.678,357.33599999999996
1970-01-01 00:00:35.860,0.02700464,-0.004978092,0.00849305,-0.22078609999999999,-0.12170306,-9.766545,0.06164324,0.7091935,0.9940851,0.3675514,0.0,1.81,-2.67,357.34
1970-01-01 00:00:35.880,0.0216781,-0.003266399,0.02241619,-0.2352708,-0.07411332,-9.782568,0.074532272,0.6555217,0.9319039600000001,0.34226007999999997,0.0,1.836,-2.658,357.344
1970-01-01 00:00:35.900,0.017693075,0.0057059355,0.005382620000000001,-0.33052970000000004,-0.13446406,-9.797739,0.087421304,0.6018499,0.86972282,0.31696875999999996,0.0,1.862,-2.646,357.348
1970-01-01 00:00:35.920,0.01370805,0.01467827,-0.01165095,-0.4257886,-0.1948148,-9.81291,0.100310336,0.5481781,0.80754168,0.29167743999999995,0.0,1.888,-2.634,357.352
1970-01-01 00:00:35.940,0.028050345,0.0069626929,-0.01097393,-0.3333119,-0.15661375,-9.808933,0.113199368,0.4945063,0.7453605400000001,0.26638612,0.0,1.914,-2.622,357.356
1970-01-01 00:00:35.960,0.04239264,-0.0007528842,-0.01029691,-0.2408352,-0.1184127,-9.804956,0.1260884,0.4408345,0.6831794,0.2410948,0.0,1.94,-2.61,357.36
