Time_s,GPS_NSats,GPS_HDop,GPS_Lat,GPS_Lng,GPS_Alt,GPS_Spd,GPS_GCrs,GPA_HAcc,GPA_VAcc,GPA_SAcc,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,BARO_Alt,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ,VIBE_Clip,ATT_Roll,ATT_Pitch,ATT_Yaw
1970-01-01 00:04:00.960,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.0005136353,-0.0002709889,0.0007734683,0.1224757,0.061582,-9.778236,-0.07684326,0.0091205,0.008924332,0.008041616,0.0,-0.5349067,0.2400907,0.673876
1970-01-01 00:04:00.980,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.00051613265,-7.509564999999999e-05,0.00020401775000000006,0.12104100000000001,0.059854094999999996,-9.782548,-0.06976318199999999,0.0089529248,0.0087440286,0.008272396999999999,0.0,-0.53514688,0.24018483999999998,0.67378138
1970-01-01 00:04:01.000,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.00051863,0.0001207976,-0.0003654328,0.1196063,0.05812619,-9.78686,-0.062683104,0.0087853496,0.0085637252,0.008503178,0.0,-0.53538706,0.24027898,0.67368676
1970-01-01 00:04:01.020,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.00042940104999999995,0.00040505785,-0.000173552285,0.1216949,0.061440604999999995,-9.781995,-0.055603026,0.0086177744,0.0083834218,0.008733959,0.0,-0.53562724,0.24037312,0.67359214
1970-01-01 00:04:01.040,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.0003401721,0.0006893181,1.832823e-05,0.1237835,0.06475502,-9.77713,-0.048522947999999996,0.008450199200000001,0.0082031184,0.00896474,0.0,-0.53586742,0.24046726000000002,0.6734975200000001
1970-01-01 00:04:01.060,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.00030826805,8.590699999999998e-05,0.000115273115,0.12395065,0.061540435,-9.780425999999999,-0.04144287,0.008282624,0.008022815,0.009195521,0.0,-0.5361076,0.2405614,0.6734029
1970-01-01 00:04:01.080,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.000276364,-0.0005175041,0.000212218,0.1241178,0.05832585,-9.783722,-0.030859374,0.0083863976,0.007933282600000001,0.0090233844,0.0,-0.53642298,0.24001988000000002,0.67349166
1970-01-01 00:04:01.100,32.0,0.5,15.4302759,75.015451,715.73,0.02563201,20.55605,0.54,0.93,0.12,-0.00048221505000000005,-0.00037716850000000005,4.947164999999999e-05,0.12226275,0.05847916,-9.783767,-0.020275877999999997,0.0084901712,0.007843750200000001,0.0088512478,0.0,-0.53673836,0.23947836,0.6735804200000001
1970-01-01 00:04:01.120,32.0,0.5,15.4302759,75.015451,715.73,0.0237012646,52.656954999999996,0.54,0.93,0.124,-0.0006880661,-0.0002368329,-0.0001132747,0.1204077,0.05863247,-9.783812,-0.009692381999999992,0.0085939448,0.0077542178,0.0086791112,0.0,-0.5370537400000001,0.23893684,0.67366918
1970-01-01 00:04:01.140,32.0,0.5,15.4302759,75.015451,715.73,0.0217705192,84.75786,0.54,0.93,0.128,-0.0006641608000000001,-0.00151819045,5.660280000000001e-05,0.01401197500000001,-0.013399210000000002,-9.776596,0.0008911140000000053,0.0086977184,0.0076646854,0.0085069746,0.0,-0.53736912,0.23839532,0.67375794
