timestamp,gps_x,gps_y,gps_z,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,velocity_x,velocity_y,velocity_z,hdop,vdop,fix_type,motion_label,ground_truth_x,ground_truth_y,ground_truth_z,gps_error_x,gps_error_y,gps_error_z,gps_error_norm
79.387569,-2.31373302331868,0.256453607489434,-1.05998327253252,-0.0282916780591583,0.025584642726826,-0.00497641780467564,0.0545573422860072,-0.77971433538002,-0.145908864480724,-0.485269733233887,-0.159555695767257,-0.0522961244916939,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.05913718792344,-0.00162835737327065,-0.000321465478385687,-0.000826748366440537,-0.532008737832555
79.4542356666667,-2.31373302331868,0.256453607489434,-1.05998327253252,-0.0286274506754538,0.0259449099233335,-0.00495417136450103,0.0572300653640544,-0.777128189542627,-0.147290175335056,-0.485269733233887,-0.159555695767257,-0.0522961244916939,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.05913718792344,-0.00162835737327065,-0.000321465478385687,-0.000826748366440537,-0.532008737832555
79.5209023333333,-2.31373302331868,0.256453607489434,-1.05998327253252,-0.0295137899938789,0.0281255631937261,-0.00499636814741778,0.0520787241067585,-0.779453891973642,-0.146517176720833,-0.485269733233887,-0.159555695767257,-0.0522961244916939,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.05913718792344,-0.00162835737327065,-0.000321465478385687,-0.000826748366440537,-0.532008737832555
79.587569,-2.31373302331868,0.256453607489434,-1.05920928121011,-0.0300304030773743,0.0280615071799547,-0.00668755077222784,0.0562996745307207,-0.78432107918478,-0.146557114167215,-0.497228550129605,-0.159555695767257,-0.0374719577125956,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.05887968743475,-0.00162835737327065,-0.000321465478385687,0.0406026808496367,-0.485080217648254
79.6542356666667,-2.31373302331868,0.256453607489434,-1.05611331592062,-0.0287835405062049,0.0301432558060885,-0.00648900240299503,0.0538986702359174,-0.787637634998134,-0.14644775316426,-0.545063817712478,-0.159555695767257,0.0218247094037981,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.05768791548104,-0.00162835737327065,-0.000321465478385687,0.193328943058855,-0.312081998402288
79.7209023333333,-2.31373302331868,0.256453607489434,-1.05301735063113,-0.0285560061003276,0.0293216207740507,-0.00683932803869573,0.0558663460349359,-0.777932514078975,-0.146684561170389,-0.592899085295352,-0.159555695767257,0.0811213765201915,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.05576152861753,-0.00162835737327065,-0.000321465478385687,0.287059616838158,-0.205910083906463
79.787569,-2.31373302331868,0.256453607489434,-1.05030838100281,-0.0288953315154525,0.0296424803890266,-0.00590501634142962,0.0541302793250292,-0.7759826436358,-0.14715826613019,-0.567750396823474,-0.159555695767257,-0.0115296658491731,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.05338548430536,-0.00162835737327065,-0.000321465478385687,0.313624705297115,-0.175818906848679
79.8542356666667,-2.31373302331868,0.256453607489434,-1.04489044174624,-0.0284897281653595,0.0291962619014897,-0.0043754139202879,0.058158576536946,-0.781458835593668,-0.14642440443447,-0.495118170677419,-0.159555695767257,-0.245010292619972,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.04978433014911,-0.00162835737327065,-0.000321465478385687,0.459184337809346,-0.0109385722260888
79.9209023333333,-2.31373302331868,0.256453607489434,-1.03869851116727,-0.0282875023592179,0.0272301399808341,-0.00465320427513701,0.0521539790002302,-0.788010518232859,-0.146546855550699,-0.412109912224786,-0.159555695767257,-0.511845294643743,2.24494625776473,1.42352081051001,3,moving,-2.3120483536054,0.255349231009589,-1.04502842645611,-0.00162835737327065,-0.000321465478385687,0.574116959010566,0.119249507502102
79.987569,-2.31308470320012,0.256453607489434,-1.03560254587769,-0.028956954800254,0.0273164745267899,-0.00534956096907762,0.0561205213207207,-0.784145992181682,-0.147296801926939,-0.429696407659666,-0.155926385702813,-0.489609044475096,2.24494625776473,1.42352081051001,3,moving,-2.31183132822743,0.255349231009589,-1.04049653707964,0.0524515602367742,-0.000321465478385687,0.458604460821363,-0.0115954185652804
