timestamp,gps_lat,gps_lon,gps_alt,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,velocity_x,velocity_y,velocity_z,hdop,vdop,fix_type
79.387569,15.3695487,75.1242859,649.38,0.001095753,-0.006939266,-0.0001428082,-0.1762151,-0.9392835,-9.71414,0.045,1.59,0.31,0.85,1.4,3
79.4542356666667,15.3695487,75.1242859,649.38,0.0010040227,-0.0068564995,-0.00013726756,-0.17435645,-0.9378364,-9.718577,0.045,1.59,0.31,0.85,1.4,3
79.5209023333333,15.3695487,75.1242859,649.38,0.000761882133333333,-0.006355524,-0.00014777698,-0.177938766666667,-0.939137766666667,-9.716094,0.045,1.59,0.31,0.85,1.4,3
79.587569,15.3695487,75.1242859,649.381052631579,0.000620747714285714,-0.00637024,-0.000568978485714286,-0.175003457142857,-0.941861242857143,-9.71622228571428,0.0414210526315789,1.59,0.312105263157895,0.85,1.4,3
79.6542356666667,15.3695487,75.1242859,649.385263157895,0.00096138025,-0.0058919865,-0.00051952855,-0.17667315,-0.94371705,-9.715871,0.0271052631578947,1.59,0.320526315789474,0.85,1.4,3
79.7209023333333,15.3695487,75.1242859,649.389473684211,0.00102354076666667,-0.006080746,-0.000606779733333333,-0.1753048,-0.938286466666667,-9.71663166666667,0.0127894736842105,1.59,0.328947368421053,0.85,1.4,3
79.787569,15.3695487,75.1242859,649.393157894737,0.000930839871428571,-0.00600703285714286,-0.000374082514285714,-0.176512085714286,-0.9371954,-9.71815328571429,0.0203157894736842,1.59,0.315789473684211,0.85,1.4,3
79.8542356666667,15.3695487,75.1242859,649.400526315789,0.00104164735,-0.0061095455,6.87625e-06,-0.17371075,-0.94025965,-9.715796,0.0420526315789474,1.59,0.282631578947368,0.85,1.4,3
79.9209023333333,15.3695487,75.1242859,649.408947368421,0.00109689376666667,-0.00656123533333333,-6.23094866666667e-05,-0.177886433333333,-0.9439257,-9.71618933333333,0.0668947368421053,1.59,0.244736842105263,0.85,1.4,3
79.987569,15.3695487,75.1242859157895,649.413157894737,0.0009140049,-0.00654140114285714,-0.000235742257142857,-0.175128042857143,-0.941763271428571,-9.71859828571429,0.0616315789473684,1.59157894736842,0.247894736842105,0.85,1.4,3
80.0542356666667,15.3695487,75.1242859526316,649.420526315789,0.00107954025,-0.0069136925,-0.000218938525,-0.1787611,-0.94191545,-9.7190965,0.0421052631578947,1.59526315789474,0.266315789473684,0.85,1.4,3
80.1209023333333,15.3695487,75.1242859947368,649.428947368421,0.00064036,-0.00640450233333333,-5.89724666666666e-05,-0.172867366666667,-0.940438633333333,-9.71777066666667,0.0197894736842105,1.59947368421053,0.287368421052632,0.85,1.4,3
80.187569,15.3695487,75.124286,649.433157894737,0.000624063485714286,-0.00680225928571429,0.000227784782857143,-0.174782557142857,-0.938722557142857,-9.72036485714286,0.023,1.6,0.288421052631579,0.85,1.4,3
80.2542356666667,15.3695487,75.124286,649.440526315789,0.001143633,-0.006413781,-0.00054482225,-0.174922,-0.94094475,-9.715814,0.037,1.6,0.284736842105263,0.85,1.4,3
80.3209023333333,15.3695487,75.124286,649.448947368421,0.0004127603,-0.007114818,-0.00019535393,-0.178125066666667,-0.9396878,-9.718064,0.053,1.6,0.280526315789474,0.85,1.4,3
80.387569,15.3695487,75.124286,649.452222222222,0.000398261583333333,-0.00666900633333333,-0.000168815191666667,-0.17833095,-0.938994766666667,-9.71366283333333,0.0515555555555556,1.6,0.281111111111111,0.85,1.4,3
80.4542356666667,15.3695487,75.124286,649.46,0.0005950006,-0.0066269115,-8.704172e-05,-0.174769,-0.94003475,-9.717468,0.0395,1.6,0.285,0.85,1.4,3
80.5209023333333,15.3695487,75.124286,649.468888888889,0.0007912732,-0.00614156933333333,-0.000106818798,-0.175391133333333,-0.942221033333333,-9.714503,0.0257222222222222,1.6,0.289444444444444,0.85,1.4,3
80.587569,15.3695487105263,75.1242860105263,649.472105263158,0.000890839085714286,-0.00698751514285714,-5.49462342857143e-06,-0.178144042857143,-0.940610157142857,-9.71254928571429,0.0238947368421053,1.6,0.295263157894737,0.85,1.4,3
80.6542356666667,15.3695487526316,75.1242860526316,649.480526315789,0.0011668565,-0.006823354,-0.0006244109,-0.17197995,-0.9390664,-9.7178745,0.0234736842105263,1.6,0.316315789473684,0.85,1.4,3
80.7209023333333,15.3695487947368,75.1242860947368,649.488947368421,0.000708166166666667,-0.006412323,-0.0003598931,-0.174570933333333,-0.9389039,-9.72058733333333,0.0230526315789474,1.6,0.337368421052632,0.85,1.4,3
80.787569,15.3695488,75.1242861,649.49,0.000610916852857143,-0.00718531942857143,-0.000468830685714286,-0.173880628571429,-0.9424005,-9.71970228571429,0.0259473684210526,1.6,0.335789473684211,0.85,1.4,3
80.8542356666667,15.3695488,75.1242861,649.49,-0.000201023565,-0.006399057,-0.0006969216,-0.142814625,-0.924637,-9.7541425,0.0377368421052632,1.6,0.318947368421053,0.85,1.4,3
80.9209023333333,15.3695488,75.1242861,649.49,0.00295117366666667,-0.00379324933333333,-0.010524682,-0.189598433333333,-0.995904866666667,-9.741585,0.0495263157894737,1.6,0.302105263157895,0.85,1.4,3
80.987569,15.3695488,75.1242860894737,649.49,-0.00138124428571429,-0.00385356414285714,-0.00362776314285714,-0.292801471428571,-1.02052828571429,-9.721625,0.0504736842105263,1.6,0.306315789473684,0.85,1.4,3
81.0542356666667,15.3695488,75.1242860473684,649.49,0.003711471,-0.006715411,-0.0069673695,-0.119883075,-0.87446695,-9.692541,0.0483684210526316,1.6,0.331578947368421,0.85,1.4,3
